selecteer,uuid,entity_thumb,ft_fotonummer,photoid,ft_datum_jaar,ft_omschrijving,auteursrechten_vervaardiger_naam
,13c0f85f-0879-4bc5-8815-0b4e2aadc575,,{1.65471},{HGA001005402},1969,"Tasman Almalik Natadiningrat, ambassadeur van Indonesië",Stokvis
,13d88e81-90ce-42c5-b93d-859a7efc52b6,,{870456},{HGA001870456},1975,"Schrijnwerkersgaarde nr. 148,  bejaardencentrum Carel van den Oeverhuis","Paans, M."
,13d9800b-b87b-40af-99cb-aacc9e008a07,,{0.28032},{HGA001400895},1980,"Hildebrandstraat nrs. 145-139, links de Ferrandweg","Kempff, P.G."
,13db2dd5-2618-4eef-a362-5a06946b3717,,{0.18392},{HGA001062373},1986,"Elboogstraat nr. 80A, Openbare kleuterschool De Klimroos en openbare lagere school Leeghwaterschool","Kempff, P.G."
,13dbbbeb-80e7-4345-afdf-e4796fa955c5,,{0.24215},{HGA001068182},1968,"Groot Hertoginnelaan nr. 8, hoek 1e Sweelinckstraat, bouw van het kantoor van de Nederlandse Vereniging ter bevordering van het levensverzekeringwezen",Stokvis
,13dc602a-061a-4e88-bb92-4e861e9be18c,,{0.74150},{HGA001245606},1978,Viviënstraat nrs. 96-98,"Kempff, P.G."
,13e633a3-87a2-4091-8579-f0c750c15034,,{0.24233},{HGA001068200},1979,"Groot Hertoginnelaan. Plantsoen met Eline Vere, op de achtergrond het nieuwe gebouw voor de Shell en het Metropole-theater, Carnegielaan",Meyer/Stokvis
,13ef51d6-6a8e-42f8-9bcc-8b352bddcb2c,,{0.42433},{HGA001412239},1990,Laan van Vredestein,"Kempff, P.G."
,13f465a3-5187-4864-a2ca-c2b16a19f16c,,{0.52362},{HGA001424427},1991,"Obrechtstraat, interieur Russisch Orthodoxe Kerk","Kempff, P.G."
,13fc57e7-6875-4f28-9e3b-76fa0bd8311a,,{0.80414},{HGA001253618},1982,Waldorpstraat nrs. 310-312,"Kempff, P.G."
,14093f5e-a856-4864-9775-451419261446,,{1.13437},{HGA001050755},1953,"Behandeling gemeentebegroting, enige leden van A.R. en C.H.U. fractie. V.l.n.r. W. Verburg (A.R.), P. den Dulk (C.H.U.), jhr. mr. J.M.M. van Asch van Wijck (A.R.), H. Swart (C.H.U.), H. Smitskamp (A.R. fractievoorzitter), Jac. Dubbeldam (A.R.) wethouder J. van Aartsen (A.R.) en mr. J.J. Hangelbroek",Stokvis
,1412d967-0a4c-4d7d-b684-1bc31a3b3c75,,{0.54895},{HGA001426950},1981,"Pasteurplein nrs. 10, 11 en 12, gezien naar de Ingenhouszstraat","Kempff, P.G."
,14327907-ed92-46f5-8128-37652977f29d,,{883166},{HGA001883166},1979,"Internationale ballonrace, georganiseerd door de Stichting Scheveningen Bad en de Haagse Ballon Club, op het strand in Scheveningen","Vries, Jan de"
,14333e5f-cfac-4b5f-8b61-643abe6f65eb,,{1.18639},{HGA001055930},1972,Dolle Mina's demonstreren voor abortus en laten na aankomst met een huifkar symbolisch ballonnen op op het Malieveld,Stokvis
,14362f3e-4786-4766-ab2e-c0ffe367dce6,,{870013},{HGA001301613},1970,Carnegieplen nr. 2; het Vredespaleis gezien vanaf het plein,Stokvis
,1444b3c1-4ff1-4602-a573-8ceb891e297b,,{1.21985},{HGA001021335},1977,"De Algemene Rijksarchivaris prof. dr. J.L. van der Gouw spreekt drs. H.M. Mensonides toe, die afscheid neemt als gemeentearchivaris in de tentoonstellingszaal van het gemeentearchief, Loosduinseweg nr. 17","Kempff, P.G."
,14470787-34c5-42a8-b0ee-c2460d739967,,{870812},{HGA001870812},1975,"Plaats, gezien in de richting van de Hofvijver",Stokvis
,144decb4-0858-4eea-8da4-cacf9cdbc963,,{0.14614},{HGA001058676},1982,"Calandstraat, oneven zijde vanaf de Waldorpstraat","Kempff, P.G."
,144f71e2-dbb5-4082-9221-9e306f52d226,,{0.86500},{HGA001262679},1975,"Perspectieffoto Centrum-overige, achtergevels van de Zwarteweg, gezien naar de staatsdrukkerij aan de Christoffel Plantijnstraat","Kempff, P.G."
,145645de-d91d-4f82-9f70-e2ae545cb3d2,,{0.51950},{HGA001424015},1982,Noordpolderkade tot nr. 402 (hoek Ketelstraat),"Kempff, P.G."
,1456cb71-51ff-4ebf-b23a-3117053f8795,,{300350},{HGA001305223},2003,"Bisschopstraat nr. 3, Paschalisschool na de brand","Leer, Frank van der"
,1461f4d6-72f0-409d-a2aa-61c720eab9f9,,{0.83549},{HGA001258859},1954,"Zeestraat, nieuwe gebouwen van het hoofdbestuur van de PTT",Stokvis
,14680a41-6662-4557-b470-16eed733fa79,,{0.39732},{HGA001409545},1957,"Korte Voorhout, naar de Bosbrug gezien",Stokvis
,146d26a6-15ff-4e6f-8436-5128286e9c1a,,{0.19329},{HGA001063306},1978,"Forellendaal, winkelcentrum Kraayenstein met de doorgang onder de Kraayensteinlaan","Kempff, P.G."
,146e03b2-1949-4d9f-b674-3a81922ba612,,{1.16078},{HGA001053378},1964,"Opening van de NAVO-conferentie in de Ridderzaal. Van links naar rechts Dean Rusk (minister van Buitenlandse Zaken van Amerika), mr. J.M.A.H. Luns (minister van Buitenlandse Zaken, Nederland) en D.U. Stikker, secretaris-generaal van de NAVO",Stokvis
,14729076-83fe-429d-9f10-8365633afad1,,{0.17526},{HGA001061510},1980,"Douwes Dekkerstraat, ter hoogte van nr. 51 gezien naar de Alberdingk Thijmstraat, stichting voor sociaal cultureelwerk 'De Fram'","Kempff, P.G."
,147d3603-653d-490b-9191-d46a5af96be6,,{1.16673},{HGA001053970},1966,Pseudo-raadsvergadering van Jongeren in de raadzaal aan de Javastraat. Na afloop van de vergadering wordt de tentoonstelling bezocht,Stokvis
,1489c41f-1f8b-42d6-93c5-ca8245c134d0,,{0.29263},{HGA001402118},1991,"Hollanderstraat nrs. 1-15, bij de hoek Koningin Emmakade","Kempff, P.G."
,148b6cb3-5746-456e-b48f-53b441ac3334,,{1.67474},{HGA001007364},1954,"Teun Taal, op 6 maart 1954 50 jaar in dienst bij de rederij A. van der Toorn jzn",Stokvis
,14902e16-8402-44a7-bff1-09d7eae70a24,,{870599},{HGA001870599},1975,"Dunne Bierkade nr. 21, De Pakschuit in wijn en sherry; boven de poort een tegeltableau Pakschuitdienst op Adam","Paans, M."
,1497b807-dda0-424a-a75c-257a5ffd45df,,{1.18491},{HGA001055782},1971,"De minister van Sociale Zaken, drs. J. Boersma, houdt een bespreking in het gebouw van Rijkswaterstaat",Stokvis
,149a213d-c5a9-4fc0-a052-e600b8931d6e,,{0.60596},{HGA001432604},1981,"Rodenbachstraat nrs. 51-1, gezien van de Rosseelsstraat naar de Jan Wapstraat","Kempff, P.G."
,14a34d63-1ec9-454f-9b9e-b0e24be72eba,,{0.57192},{HGA001429215},1981,"Pluvierstraat nrs. 115-1 (l.) en 2-102, gezien naar de Houtrustweg vanaf de Amelandsestraat","Kempff, P.G."
,14a696d3-3479-4d6a-8b9c-13d98405f4c7,,{0.46271},{HGA001416067},1975,"Loosduinseweg nr. 17, Gemeentearchief, hoekje in het archiefdepôt (archief van Fabricage)","Kempff, P.G."
,14b4aaf0-79a6-43ec-afef-997f646a6117,,{870337},{HGA001870337},1975,"Westbroekpark, beeld 'Vrouw' door John Raedecker (geplaatst in 1962)","Paans, M."
,14b82acb-b24a-4c09-aac6-c517ed6018b9,,{0.76201},{HGA001248081},1990,"Visafslagweg hoek Vissershavenweg, Henk Kraan B.V., Paling- en Zalmrokerij","Kempff, P.G."
,14b8e350-3f72-4851-9c95-8e751bb769e6,,{0.40912},{HGA001410719},1981,Laakkade nrs. 167 en hoger gezien van de Lamarckstraat richting Oudemansstraat,"Kempff, P.G."
,14bed7ac-0f23-48ef-a698-e94f51c99d15,,{0.47751},{HGA001439681},1978,Mauritskade-zwembad,Stokvis
,14ce445a-dd1d-44a3-be40-23aff632ab2b,,{0.74508},{HGA001246169},1993,"Voornsestraat, gezien van de Breezandstraat naar de Bruinbankstraat","Kempff, P.G."
,14d1712e-7df6-4078-872b-b6b002de4668,,{0.37027},{HGA001406851},1979,"Kempstraat, sloopgebied; links de Bloemfonteinstraat","Kempff, P.G."
,14d25ad2-a249-4c50-a549-ec86f9fc8b35,,{0.57096},{HGA001429128},1990,"Plesmanweg, uitbreiding Ministerie van Verkeer en Waterstaat","Kempff, P.G."
,14d3fc4c-9438-4f1e-a699-35f3fa298252,,{1.65774},{HGA001005704},1971,J.M. Oud-Dinaux,Stokvis
,14d98b29-77c7-4818-b560-d12276fbb060,,{0.52663},{HGA001424728},1980,"Oltmansstraat, gezien van de Beetsstraat","Kempff, P.G."
,14e40808-b19e-4634-b4cb-37bb150111a0,,{0.20618},{HGA001064592},1981,"Gerard Kellerstraat nrs. 8-2, gezien naar de Laakkade","Kempff, P.G."
,14f8d22d-967d-436f-a3e4-bf1ebdef660f,,{1.18144},{HGA001055436},1970,Burgemeester mr. V.G.M. Marijnen ontvangt de eerste nieuwe haring op het stadhuis aan het Burgemeester De Monchyplein,Stokvis
,14fccd78-4535-4821-856a-bb19a8cf1b54,,{0.22829},{HGA001066797},1956,"Groenmarkt, het opladen van 13 klokken van de Grote Kerk die in Asten (Noord-Brabant) gestemd zullen worden",Stokvis
,150ad9b1-bf4d-4552-8b18-10040eaa1f5d,,{0.24054},{HGA001068021},1978,"Groot Hertoginnelaan nrs. 258-234, gezien van de Voltastraat naar de Archimedesstraat","Kempff, P.G."
,150f6ca0-eecf-4c75-a9f2-52df23dff0f7,,{1.61910},{HGA001001904},1964,"K.D. Dorsman, wethouder van Leidschendam",Stokvis
,15156805-b912-4ca5-a121-032717d9f02a,,{1.14190},{HGA001051500},1955,"Nationale herdenking in de Ridderzaal; tijdens de rede van prof. dr. P.S. Gerbrandy, op de eerste rij in het midden Koningin Juliana en Prins Bernhard",Stokvis
,15167795-452d-4701-8256-35cab85c98d0,,{6.02368},{HGA001133180},1994,"Van Nijenrodestraat nrs. 76-60, tussen de Van der Woertstraat en de Utenbroekestraat","Kempff, P.G."
,1516e131-7ad8-4b6e-b9fe-95aff8d8c86c,,{0.54924},{HGA001426979},1981,"Pasteurstraat nrs. 320-326, gezien van de Zacharias Jansenstraat naar de Jan van der Heydenstraat","Kempff, P.G."
,15172004-b1d0-402c-9d79-e6174ab36a1f,,{870629},{HGA001870629},1975,"Groenmarkt, 't Goude Hooft; op de achtergrond de Bonneterie en de Gravenstraat","Paans, M."
,151cd343-ed51-4e15-b876-7f9817527a9e,,{0.05501},{HGA001031362},1980,"Alberdingk Thijmplein, overzicht met links de nrs. 56-35, gezien van de Beetsstraat","Kempff, P.G."
,1523ad2a-ae30-4342-93f9-356ac143d3cd,,{1.67793},{HGA001007679},1972,"S. van Veenendaal-van Meggelen, staatssecretaris van Cultuur, Recreatie en Maatschappelijk Werk",Stokvis
,152b7653-7826-4de7-ba7e-a7594c94a166,,{0.73164},{HGA001244612},1975,Van Ostadewoningen,"Kempff, P.G."
,152fd750-749f-434f-ba74-5eb0e30f370b,,{860192},{HGA001860192},1945,"Perspectiefopname, op de voorgrond de Monstersestraat en De Heemstraat, links de Grote of St. Jacobskerk, in het midden de Delftselaan","Biegstraaten, F.W.H."
,153491e7-6440-416b-a821-88b9e84b5de2,,{1.22761},{HGA001022111},1978,"De voorzitter van de Abva, J. Dutman, kijkt toe tijdens de ambtenaren-demonstratie op het Binnenhof",Stokvis
,15407b60-3c20-4dd2-9150-cdb85cbd2463,,{0.55876},{HGA001427927},1990,Pinksterbloemplein,"Kempff, P.G."
,15422d9b-97d1-4ff1-aedb-4cb833c76359,,{870326},{HGA001870326},1975,"Plein 1813, Nationaal-Monument, teksten","Paans, M."
,155e5121-fb02-4419-a167-d889237eab89,,{870474},{HGA001870474},1975,"Lange Voorhout, met pomp","Paans, M."
,155f9963-27fd-4f36-a7ca-567924d2f126,,{6.02285},{HGA001133013},1994,"Van Wijngaerdenstraat, gezien van de Wassenaarseweg (zijgevel van Wassenaarseweg nrs. 102-154)","Kempff, P.G."
,156de3ba-7a08-4a76-9b95-8bc15ae480e0,,{0.47143},{HGA001439195},1975,"Malakkastraat nr. 1 bis, (voormalig café), zitkamer van de familie Visser","Kempff, P.G."
,1573398a-b1c4-4e37-ad63-f9ed8b188fcb,,{0.05510},{HGA001031371},1980,Alberdingk Thijmplein nrs. 45-40,"Kempff, P.G."
,1578852d-78ba-4589-9c5b-7523c8bd071d,,{1.18603},{HGA001055894},1972,Inwoners van Deventer demonstreren in de Hofvijver tegen de voorgenomen annexatie van Diepenveen,Stokvis
,1588de64-754c-4e1f-b9fb-7f0130edf198,,{0.75641},{HGA001247325},1990,"Waalstraat, gezien vanaf de Maasstraat","Philips, Lilian"
,158d6b2e-1cce-4a1b-8be7-c7759a6286cf,,{870682},{HGA001870682},1975,"Paviljoensgracht, Heilige Geesthofje, poortgebouw vanuit de tuin gezien","Paans, M."
,15a3b8c5-2606-4fcb-b041-65d15e07c76b,,{880785},{HGA001014912},1990,"Melis Stokelaan, toegang tot het sportpark Escamp II en het terrein van VIOS","Kempff, P.G."
,15ae3ff6-51e3-4471-9e14-ac6b76b2aa8c,,{0.06743},{HGA001032601},1978,Antonie Duyckstraat nrs. 31-29,"Kempff, P.G."
,15be3d19-0b02-4646-8947-5b413d4b6ee8,,{0.87823},{HGA001263997},1950,"Willem III straat te Loosduinen, herstel van de brug",Stokvis
,15c60882-44a8-45bf-9b67-451dbd4c6d57,,{0.72816},{HGA001244265},1975,Van Limburg Stirumstraat nrs. 177-187A (hofje),"Kempff, P.G."
,15c6c5af-56db-41e0-a0d2-ab2915171278,,{883191},{HGA001883191},1980,Vermoedelijk volkstuinen langs het spoor ter hoogte van het Finnenburg,"Vries, Jan de"
,15c9c75d-e644-47b0-bb6c-98bfed39f1f4,,{0.18089},{HGA001062071},1990,Eiberplein,"Kempff, P.G."
,15d35739-c07d-4af1-bbc5-662845681817,,{5.14979},{HGA001302745},1900,"Gevers Deynootstraat, remise van de paardentram ('Haagsche Tramweg Maatschappij')","Kiesel, Ernst Max"
,15d4629e-109d-4b4b-ac4e-23bdaf92cbe3,,{0.16628},{HGA001060617},1981,"Deimanstraat nrs. 2-78, gezien van de Van Musschenbroekstraat naar het Ingenhouszplein","Kempff, P.G."
,15d72c17-f0bf-4e2c-9502-cb167175b847,,{0.52305},{HGA001424370},1978,"Nijkerklaan nrs. 11-13, school gezien van de Wapenveldestraat naar de Zuiderparklaan","Kempff, P.G."
,15f468b6-c33e-4f77-a9f6-3d280c94afc1,,{0.08187},{HGA001034034},1980,"Beetsstraat nrs. 179-145, gezien richting Hasebroekstraat","Kempff, P.G."
,15f6f3b9-5038-4ab7-a9b2-f269be2d9184,,{6.02304},{HGA001133032},1994,Dedelstraat nrs. 22-14,"Kempff, P.G."
,15fda757-bd03-480e-90f5-a4160e6afed3,,{1.13392},{HGA001050710},1952,"eerstesteenlegging voor het Hervormd rusthuis op het landgoed Oostduin door de 89-jarige mevrouw van Ingen, rechts de voorzitter van de Hervormde Diaconie, de heer Rotteveel",Stokvis
,160bbf0c-6c21-481a-b5ab-689ee5ad00e7,,{0.53692},{HGA001425753},1979,"Oude Molstraat nrs. 23, 25 en 27, kamer in het Oudemannenhuis","Kempff, P.G."
,160c191b-48e4-43ea-91a9-4e3bde329960,,{0.16572},{HGA001060561},1981,"Dautzenbergstraat nrs. 46-132, gezien van de Van Zeggelenlaan naar de Sinjeur Semeynsweg","Kempff, P.G."
,160fbc5a-d023-4e0f-90f6-ee6cf7ae6fe2,,{0.68361},{HGA001441128},1982,Stuwstraat tot ongeveer nr. 223,"Kempff, P.G."
,1621cfc8-a1ef-4738-b9fd-0ea79406690d,,{870177},{HGA001301777},1975,Westbroekpark,Stokvis
,1634eb1e-bfb5-4294-bdee-5352d2f57648,,{1.14240},{HGA001051550},1955,Bloemenkoningin Corry van der Kamp,Stokvis
,163c8c2b-4ea7-49e4-943c-34d003039a4e,,{1.14336},{HGA001051646},1956,"Ir. J.W.F. Backer, directeur-generaal van de Rijkluchtvaartdienst, speldt ir. R.J. Castendijk een Koninklijke onderscheiding op bij zijn afscheid van de luchtvaartdienst, links mevrouw Castendijk in de kantine van het gebouw Rijksluchtvaartdienst, Kanaalweg nr. 3",Stokvis
,16466551-79ae-4437-9c5c-f8757bacb753,,{0.60410},{HGA001432418},1983,"1e De Riemerstraat, Katholiek Apostolische kerk","Kempff, P.G."
,1652981c-e740-41ea-8758-c185e97dd3ca,,{1.18829},{HGA001056119},1972,"Prof. dr. Ph.J. Idenburgh neemt afscheid als voorziter van de Raad voor de Kunst in de mr. Wernerzaal van het ministerie van Cultuur, Recreatie en Maatschappelijk Werk, Rijswijk",Stokvis
,165503dd-9dbc-4cfd-9013-967bc9fdac79,,{1.51245},{HGA001136431},1964,"Gemeentelijk Energiebedrijf, mobiele werkplaats nr. 1 voor de ombouw tot aardgas",Stokvis
,1659d4ca-b0b3-471b-a94f-824fcb9e74ae,,{0.39378},{HGA001409193},1980,Korte Vleerstraat bij de Zuilingstraat,"Kempff, P.G."
,165f1728-3341-4214-bc68-64308adb87b0,,{0.65786},{HGA001437775},1975,Spui nrs. 82-86A en nrs. 110-116,"Kempff, P.G."
,165f32bf-cdef-47da-afc0-d685d8164340,,{820400},{HGA001256025},1987,Luchtfoto van het Bezuidenhout in zuidwestelijke richting. Centraal de gebouwen van Siemens aan de Wilhelmina van Pruisenweg. Daarachter van links naar rechts de Prinses Beatrixlaan en de Utrechtsebaan. Rechts de Schenkkade.,Delta-Phot
,1673b02e-b6da-49ed-8be7-6c3eb568b2a1,,{870115},{HGA001301715},1975,"Lange Voorhout, Hotes des Indes, interieur van de bar",Stokvis
,167f0595-4257-4b5e-8357-e7ef11d41af9,,{0.63699},{HGA001435698},1987,"Scheveningseweg, Portugees-Israëlitische begraafplaats, vlak voor de start van de restauratie","Kempff, P.G."
,167fe952-088f-4037-8b36-73b9649077e0,,{1.61837},{HGA001001831},1969,"Ir. C.N. van Dis, geboren Leiden 23 augustus 1893, overleden Den Haag 5 januari 1973; Tweede Kamerlid SGP 1929-1937, 1946-1971, lid Provinciale Staten van Zuid-Holland 1961-1970",Stokvis
,1685b03a-cafe-4c56-81d4-82aa8e8f8681,,{0.27215},{HGA001070968},1990,Heeswijkplein,"Kempff, P.G."
,168e236c-ccad-4022-947c-501e5d1de67f,,{0.14657},{HGA001058719},1979,"Camera Obscurastraat nrs. 2-24 en 19-1, gezien naar de Keggestraat","Kempff, P.G."
,168fbb75-a693-4e6a-b17b-76fd2ee71629,,{1.15841},{HGA001053141},1963,Prinsjesdag 1963. Tijdens de rijtoer in de middaguren worden de koningin bloemen aangeboden op het Plein 1813,Stokvis
,16904462-1265-4079-9c68-10a7fd321d18,,{0.21328},{HGA001065298},1963,"Gevers Deynootplein, trampoline-terrein",Stokvis
,1692733c-a6dc-4787-8ca7-5bb3be7060ae,,{1.17932},{HGA001055226},1969,Demonstratie van scholieren voor het Biafraanse kind in een stille tocht. De stoet op de Koningskade ter hoogte van het Provinciehuis,Stokvis
,16948080-2af1-45b2-b7e7-94e2952c77cc,,{1.17226},{HGA001054521},1967,"Het metaalwaren- en constructiebedrijf J.B. van Heijst en Zn. aan de Cruquiuskade vraagt surséance van betaling. De 24-jarige directeur J.H.U. van Heijst, met de adjunct directeur A.J.M. Schellart op het terrein van de fabriek",Stokvis
,169adc05-569f-40f4-9046-05c35e64bdfd,,{0.36469},{HGA001406294},1980,"Keggestraat nrs. 15-9, gezien richting Beetsstraat","Kempff, P.G."
,169baf86-3d68-4f5d-bcbe-0b8a2711a0cb,,{0.07183},{HGA001033037},1986,Asstraat oneven zijde,"Kempff, P.G."
,169c9df5-8d87-4126-b99a-1828dd60fd16,,{0.53755},{HGA001425816},1981,"Paets van Troostwijkstraat nrs. 23-1, gezien naar de Jan van der Heydenstraat","Kempff, P.G."
,169d9095-01d4-4439-9430-536430117fb3,,{0.16148},{HGA001060137},1993,"De Constant Rebecquestraat, gezien van het De Constant Rebecqueplein naar het Koningin Emmaplein","Kempff, P.G."
,169ec1ea-34df-4bf5-bb21-0cbe2679e310,,{0.12503},{HGA001056571},1981,"Bragastraat nrs. 157-131, gezien van de Linnaeusstraat richting Jan van Beersstraat","Kempff, P.G."
,16a01d31-49d1-48c6-92d7-d77e6f758156,,{5.11688},{HGA001205090},1994,"Riouwstraat nr. 138, Haags Persbureau Matla (in 1995 overgebracht naar Rijswijk en onderdeel geworden van WIC Media-archieven)","Kempff, P.G."
,16a91678-4365-45d0-8c56-e7c82abd3669,,{820323},{HGA001255948},1982,Luchtfoto stadsvernieuwing Centrum. Links de Lange Beestenmarkt. Linksboven is het Hofje van Wouw zichtbaar. Rechts de Boekhorststraat.,Delta-Phot
,16b1a2fb-f800-43c1-87f5-c7909ab3362d,,{1.21156},{HGA001020507},1976,Een hoekje van de kantine van het Gemeentelijk Administratiegebouw tijdens de opening van de tentoonstelling 'De Schilderswijk getekend' door wethouder P. Vink,"Kempff, P.G."
,16b33e7a-6eab-49ef-9a4a-1c58ff37cdd8,,{0.28037},{HGA001400900},1990,"Hildo Kroplaan, winkelcentrum","Kempff, P.G."
,16b3b8c5-4604-4d89-a1d4-d1eabde54b6a,,{0.52679},{HGA001424744},1980,"Oltmansstraat nrs. 30-44, gezien van de Alberdingk Thijmstraat","Kempff, P.G."
,16b4bba8-eed8-40be-99ab-e646643c164d,,{0.35560},{HGA001405392},1978,Juliana van Stolberglaan. Bouwput van het Koninklijk Conservatorium,Meyer/Stokvis
,16b53fa0-2bd0-48f2-8682-c4e94cc8721a,,{1.13739},{HGA001051057},1953,"Kerstmaaltijd in de Dierentuin aangeboden door het Leger des Heils aan ouden van dagen, in het midden P. Deurloo, commandant van het Haagse Leger des Heils",Stokvis
,16c06729-32d0-452f-b1f8-7cc72c4dafc8,,{0.38207},{HGA001408028},1975,"Koningin Julianaplein, station Den Haag Centraal, overzicht van het openbaar vervoersplatform; op de achtergrond het kantoorgebouw 'Stichthage'; op de voorgrond het tramviaduct waarover de trams richting Mariahoeve zullen gaan rijden","Kempff, P.G."
,16c96972-27e8-4d50-bc34-ddbb1faf44d7,,{0.71975},{HGA001444678},1975,"Van der Duynstraat nrs. 356-410, hofje tussen de straat en de Van Hogendorpstraat","Kempff, P.G."
,16d29289-3506-4695-9078-0c2815a991f0,,{0.77004},{HGA001248882},1993,"Tweede haven, gezien naar de doorgang (de 'Pijp') naar de eerste haven; op de achtergronbd de nieuwe Visafslag","Kempff, P.G."
,16e6c5b7-09ab-4252-95aa-1f949055a673,,{1.18020},{HGA001018263},1970,"Burgemeester mr. V.G.M. Marijnen spelt de scheidende hoofdcommissaris van politie, J.H.A.K. Gualthérie van Weezel, de versierselen op behorende bij de koninklijke onderscheiding tot Ridder in de orde der Nederlandse Leeuw tijdens de afscheidsreceptie in het Kurhaus",Stokvis
,16e78e65-d768-4fde-ad16-2699aaa10154,,{0.63799},{HGA001435798},1979,"Schimmelweg nrs. 403-383, gezien van de Alberdingk Thijmstraat richting Max Havelaarstraat","Kempff, P.G."
,16e818da-0a87-49f6-ac5d-24911cd39692,,{1.18012},{HGA001055305},1970,"De minister van Cultuur, Recreatie en Maatschappelijk Werk, mej. dr. M.A.M. Klompé, ontvangt het actie-comité 'Schrijversprotest' op haar ministerie. Rechtsachter Roel van Duijn",Stokvis
,16e92b6f-e441-4211-ac1b-60b675dc522f,,{870534},{HGA001870534},1975,"Groenmarkt, Grote of Sint Jacobskerk, interieur met gebrandschilderd raam","Paans, M."
,16f94b14-0048-4da5-a6b0-954162f00a59,,{870252},{HGA001870252},1975,Ankerstraat nr. 18,"Paans, M."
,16fc9616-0c61-4599-bc7f-7f874e318f80,,{0.67060},{HGA001440283},1963,President Kennedylaan nrs. 27-31,Stokvis
,1700a579-1ca9-4a80-8b09-e653887e0a4c,,{0.40679},{HGA001410487},1975,"Kijkduinsestraat, gezien ter hoogte van de Machiel Vrijenhoeklaan richting zee","Kempff, P.G."
,1701b6f5-a413-4c63-b3db-48d926493d64,,{0.46972},{HGA001416549},1981,"Lyonnetstraat nrs. 2-130, gezien van de Rijswijkseweg naar de Lamarckstraat","Kempff, P.G."
,170933e0-8430-463b-9e22-2a123918daa2,,{0.51949},{HGA001424014},1982,Noordpolderkade vanaf nr. 352,"Kempff, P.G."
,17124655-70e5-4272-b508-2b6f8a8539b3,,{1.13369},{HGA001050687},1952,"De dirigent van het Residentie-Orkest Willem van Otterloo feliciteert 4 jubilarissen van het orkest. Van links naar rechts: P. Mook, Henk van Calsteren, A. de Roo en J. Vendeloo, die respectievelijk 40, 25, 48 en 40 jaar aan het orkest zijn verbonden. Geheel rechts de voorzitter van het orkest jhr. A. Loudon. Locatie: gebouw voor Kunst en Wetenschappen. Tweede rij, vijfde van links: J.J. de Roo-Wisse",Stokvis
,171393d5-8dd8-4352-9508-34bb26a239b5,,{1.29828},{HGA001029029},1988,Wethouder A.J.A. Verduyn Lunel overhandigt het eerste exemplaar van Ons Den Haag nr. 6 van 1988 met een artikel over W. Drees sr. aan zijn dochter A.S. Bouma-Drees,"Kempff, P.G."
,1715d75c-63af-49af-8be4-80061611340a,,{0.26900},{HGA001070724},1980,"Hasebroekstraat nrs. 59-19, gezien van de Alberdingk Thijmstraat richting Jonathanstraat","Kempff, P.G."
,172c1896-9b9d-4761-93f8-f8cfc4f1897d,,{0.49295},{HGA001421361},1980,"Nannostraat nrs. 29-13, gezien richting Beetsstraat","Kempff, P.G."
,172d064d-9edd-4f3c-a4c3-a4f6592552a9,,{0.52668},{HGA001424733},1980,Oltmansstraat nrs. 82-96,"Kempff, P.G."
,17370760-3388-40fc-bd24-4c2bd90ae11b,,{0.24199},{HGA001068166},1969,Groot Hertoginnelaan. Het Verzekeringsgebouw,Stokvis
,1737097f-e384-4c55-8300-279118af6514,,{0.05039},{HGA001030897},1981,Aarnout Drostlaan nrs. 25-93 gezien van de Goeverneurlaan naar de Janssoniusstraat,"Kempff, P.G."
,173dec99-6e9a-49d5-b4bb-5a0a4352195c,,{0.56157},{HGA001428208},1982,"Plantentuinen, vanaf Kruidentuinen","Kempff, P.G."
,173faa75-27d4-46e4-9839-aae914014001,,{870659},{HGA001870659},1975,"Lange Voorhout nr. 44, restaurant 'Royal' (rechts) en lagere nummers; voorjaar, de crocussen staan in bloei","Paans, M."
,1757131e-2513-4817-a237-df59d6cbc994,,{6.02294},{HGA001133022},1994,"Nassau Bredastraat, gezien naar de Nassau Odijckstraat","Kempff, P.G."
,175a6a9f-cb5d-4562-8d80-4a537439ce2e,,{1.17017},{HGA001054312},1967,"Blijde inkomst van prinses Margriet en mr. Pieter van Vollenhoven op de gemeentegrens bij de Schenkkade, de dag vòòr hun huwelijk. Naast hen burgemeester mr. H.A.M.T. Kolfschoten",Stokvis
,17637b9a-e1a4-473a-801a-494b6f529536,,{0.63560},{HGA001435561},1984,"Scheveningseweg nr. 54, Dependance van het Gemeentearchief, afdeling Film en Geluid","Kempff, P.G."
,17639a56-49cf-478f-a947-bdb94e2939a0,,{0.60699},{HGA001432707},1981,"Rosseelsstraat nrs. 98-100, gezien van de Oltmansstraat richting Van Zeggelenlaan, met de St. Jeroenschool","Kempff, P.G."
,1765570c-2138-42b9-9dd2-a97a9e57657c,,{0.49653},{HGA001421719},1982,Neherkade vanaf hoek Rijswijkseweg,"Kempff, P.G."
,17740e06-d75e-40c4-9823-495ed9760427,,{0.67228},{HGA001440401},1980,"Stastokstraat nrs. 11-1, gezien richting Beetsstraat","Kempff, P.G."
,17748cbe-3f2e-4ea0-a13c-167aa4f037ab,,{0.83608},{HGA001258918},1979,"Zeestraat nr. 38, tuin met bebouwing","Kempff, P.G."
,1777243c-0a49-4876-86ff-68f87a683cef,,{6.02376},{HGA001133188},1994,"Taco Scheltemastraat, gezien van de Mankesstraat","Kempff, P.G."
